RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,2023-11-30,2024-01-31,2024-10-31
394880,307,"Morristown, TN",msa,TN,2023-10-31,0.5,1.0,2.6
395232,308,"Winchester, VA",msa,VA,2023-10-31,0.2,0.0,-0.7
395221,309,"Wheeling, WV",msa,OH,2023-10-31,-0.4,-1.4,-4.9
394879,310,"Morgantown, WV",msa,WV,2023-10-31,-0.3,-1.0,-4.3
394756,311,"La Crosse, WI",msa,WI,2023-10-31,-0.1,-0.5,-1.4
394900,312,"Napa, CA",msa,CA,2023-10-31,-0.2,-1.1,-3.7
395013,313,"Rapid City, SD",msa,SD,2023-10-31,0.0,-0.1,0.7
395139,314,"Sumter, SC",msa,SC,2023-10-31,-0.2,-0.6,-1.7
394577,315,"Eureka, CA",msa,CA,2023-10-31,-0.6,-1.8,-5.4
395117,316,"Springfield, OH",msa,OH,2023-10-31,0.5,0.8,1.4
394668,317,"Harrisonburg, VA",msa,VA,2023-10-31,-0.1,-0.7,-1.4
394368,318,"Battle Creek, MI",msa,MI,2023-10-31,0.1,0.1,0.7
395094,319,"Sherman, TX",msa,TX,2023-10-31,-0.1,-0.4,-0.2
394821,320,"Manhattan, KS",msa,KS,2023-10-31,0.0,-0.6,-3.2
394442,321,"Carbondale, IL",msa,IL,2023-10-31,0.1,-0.2,-3.3
394727,322,"Johnstown, PA",msa,PA,2023-10-31,-1.9,-2.9,-6.8
394728,323,"Jonesboro, AR",msa,AR,2023-10-31,0.1,-0.2,-1.2
394390,324,"Bismarck, ND",msa,ND,2023-10-31,-0.2,-1.1,-4.2
394661,325,"Hammond, LA",msa,LA,2023-10-31,-0.6,-1.4,-4.8
394983,326,"Pittsfield, MA",msa,MA,2023-10-31,0.4,0.6,1.5
394890,327,"Mount Vernon, WA",msa,WA,2023-10-31,0.0,-0.4,-0.5
394719,328,"Jamestown, NY",msa,NY,2023-10-31,0.4,0.4,1.3
395153,329,"The Villages, FL",msa,FL,2023-10-31,-0.5,-1.7,-2.1
394307,330,"Albany, OR",msa,OR,2023-10-31,-0.1,-0.3,-0.2
394633,331,"Glens Falls, NY",msa,NY,2023-10-31,0.5,0.4,-0.3
394780,332,"Lawton, OK",msa,OK,2023-10-31,0.7,0.6,-0.8
394474,334,"Cleveland, TN",msa,TN,2023-10-31,0.4,0.6,1.9
395098,335,"Sierra Vista, AZ",msa,AZ,2023-10-31,0.0,-0.2,-0.2
394325,336,"Ames, IA",msa,IA,2023-10-31,-0.2,-0.8,-3.2
394824,337,"Mansfield, OH",msa,OH,2023-10-31,0.5,0.6,1.3
395128,338,"Staunton, VA",msa,VA,2023-10-31,0.1,-0.2,-1.1
394353,339,"Augusta, ME",msa,ME,2023-10-31,0.7,1.2,4.1
394321,340,"Altoona, PA",msa,PA,2023-10-31,0.2,-0.2,-4.3
394905,341,"New Bern, NC",msa,NC,2023-10-31,0.3,0.5,1.3
394588,342,"Farmington, NM",msa,NM,2023-10-31,0.3,0.2,-2.2
395120,343,"St. Joseph, MO",msa,MO,2023-10-31,-0.1,-0.5,-2.0
395054,344,"San Angelo, TX",msa,TX,2023-10-31,-0.3,-0.7,-1.1
395218,345,"Wenatchee, WA",msa,WA,2023-10-31,-0.2,-0.3,-0.7
394949,346,"Owensboro, KY",msa,KY,2023-10-31,0.3,0.3,-0.3
753890,347,"Holland, MI",msa,MI,2023-10-31,0.1,0.1,-0.4
394810,348,"Lumberton, NC",msa,NC,2023-10-31,-0.2,-0.6,0.5
394778,349,"Lawrence, KS",msa,KS,2023-10-31,0.1,-0.1,-0.5
394635,350,"Goldsboro, NC",msa,NC,2023-10-31,0.1,-0.5,-1.7
395213,351,"Watertown, NY",msa,NY,2023-10-31,0.4,0.2,-1.4
395089,352,"Sheboygan, WI",msa,WI,2023-10-31,0.2,0.1,-0.1
395217,353,"Weirton, WV",msa,OH,2023-10-31,-0.1,0.0,-1.1
394867,354,"Missoula, MT",msa,MT,2023-10-31,0.0,-0.8,1.2
394407,356,"Bozeman, MT",msa,MT,2023-10-31,0.2,-0.4,0.1
394333,357,"Anniston, AL",msa,AL,2023-10-31,-0.2,-0.8,-2.6
394374,358,"Beckley, WV",msa,WV,2023-10-31,0.3,0.7,0.9
395225,359,"Williamsport, PA",msa,PA,2023-10-31,0.0,-0.5,-2.7
394423,360,"Brunswick, GA",msa,GA,2023-10-31,0.2,0.2,1.1
395173,361,"Twin Falls, ID",msa,ID,2023-10-31,0.1,0.0,2.5
753872,361,"California, MD",msa,MD,2023-10-31,-0.2,-0.8,-3.2
394495,363,"Cookeville, TN",msa,TN,2023-10-31,-0.1,0.0,1.4
394893,364,"Muncie, IN",msa,IN,2023-10-31,-0.2,-0.4,0.0
394857,365,"Michigan City, IN",msa,IN,2023-10-31,0.0,-0.2,0.0
395039,366,"Roseburg, OR",msa,OR,2023-10-31,0.0,-0.2,0.0
394788,367,"Lewiston, ME",msa,ME,2023-10-31,0.5,1.0,3.4
394804,368,"Longview, WA",msa,WA,2023-10-31,0.0,-0.3,-0.1
394932,369,"Ogdensburg, NY",msa,NY,2023-10-31,0.9,0.9,-0.2
394734,370,"Kankakee, IL",msa,IL,2023-10-31,0.4,0.2,-1.2
394396,371,"Bluefield, WV",msa,VA,2023-10-31,0.1,0.3,0.4
395095,372,"Show Low, AZ",msa,AZ,2023-10-31,-0.1,-0.5,1.8
395023,373,"Richmond, KY",msa,KY,2023-10-31,0.3,0.2,-0.7
395168,374,"Tullahoma, TN",msa,TN,2023-10-31,0.0,0.2,2.5
395222,375,"Whitewater, WI",msa,WI,2023-10-31,0.1,0.1,0.0
394709,376,"Ithaca, NY",msa,NY,2023-10-31,0.1,-0.4,-1.9
394637,377,"Grand Forks, ND",msa,MN,2023-10-31,-0.4,-1.7,-5.6
394524,378,"Decatur, IL",msa,IL,2023-10-31,0.4,0.8,-1.6
394762,379,"LaGrange, GA",msa,GA,2023-10-31,0.3,0.3,1.2
394369,380,"Bay City, MI",msa,MI,2023-10-31,0.6,0.7,1.0
394599,381,"Fond du Lac, WI",msa,WI,2023-10-31,0.1,-0.1,-0.1
394630,382,"Gettysburg, PA",msa,PA,2023-10-31,-0.1,-0.5,-2.1
394620,383,"Gadsden, AL",msa,AL,2023-10-31,0.4,0.5,-0.1
394733,384,"Kalispell, MT",msa,MT,2023-10-31,-0.3,-1.7,1.9
394518,385,"Danville, VA",msa,VA,2023-10-31,0.5,0.9,1.7
394823,386,"Mankato, MN",msa,MN,2023-10-31,0.1,-0.3,-1.9
394794,387,"Lima, OH",msa,OH,2023-10-31,0.1,0.0,-0.5
753915,388,"Salem, OH",msa,OH,2023-10-31,0.0,-0.3,-1.7
395166,389,"Truckee, CA",msa,CA,2023-10-31,-0.3,-1.5,-4.1
395080,390,"Sebring, FL",msa,FL,2023-10-31,0.1,0.1,2.4
394462,391,"Cheyenne, WY",msa,WY,2023-10-31,0.2,-0.2,-2.5
394689,392,"Hot Springs, AR",msa,AR,2023-10-31,0.0,-0.1,1.2
394302,393,"Adrian, MI",msa,MI,2023-10-31,0.2,0.1,-0.8
395090,394,"Shelby, NC",msa,NC,2023-10-31,-0.7,-1.0,1.4
394542,396,"Dubuque, IA",msa,IA,2023-10-31,-0.2,-0.9,-2.5
394852,397,"Meridian, MS",msa,MS,2023-10-31,-0.7,-2.0,-5.6
753912,398,"Pinehurst, NC",msa,NC,2023-10-31,0.1,0.0,1.5
394953,399,"Paducah, KY",msa,KY,2023-10-31,0.3,0.4,-0.5
395190,400,"Victoria, TX",msa,TX,2023-10-31,-0.1,-0.5,-2.1
395038,401,"Rome, GA",msa,GA,2023-10-31,0.3,0.9,2.4
395086,402,"Sevierville, TN",msa,TN,2023-10-31,-0.1,-1.0,2.2
394882,403,"Moses Lake, WA",msa,WA,2023-10-31,0.1,0.2,1.7
394340,404,"Ashtabula, OH",msa,OH,2023-10-31,0.3,0.5,0.9
394441,405,"Cape Girardeau, MO",msa,MO,2023-10-31,0.0,-0.6,-2.1
394311,406,"Albertville, AL",msa,AL,2023-10-31,0.5,0.6,1.2
394580,407,"Fairbanks, AK",msa,AK,2023-10-31,-0.6,-2.0,-6.2
394410,408,"Brainerd, MN",msa,MN,2023-10-31,-0.1,-0.5,0.0
394513,409,"Cumberland, MD",msa,MD,2023-10-31,-0.2,-0.4,-1.7
394928,410,"Ocean City, NJ",msa,NJ,2023-10-31,0.2,0.3,1.9
394505,411,"Corvallis, OR",msa,OR,2023-10-31,0.1,-0.2,-0.9
394988,412,"Pocatello, ID",msa,ID,2023-10-31,0.2,0.4,3.2
394501,413,"Corning, NY",msa,NY,2023-10-31,0.0,-0.6,-2.1
394911,414,"New Philadelphia, OH",msa,OH,2023-10-31,0.4,0.2,-0.6
395140,415,"Sunbury, PA",msa,PA,2023-10-31,-1.4,-3.2,-6.7
395175,416,"Ukiah, CA",msa,CA,2023-10-31,-0.8,-2.7,-7.7
753887,417,"Hermiston, OR",msa,OR,2023-10-31,-0.2,-0.3,0.2
394469,418,"Clarksburg, WV",msa,WV,2023-10-31,-0.3,-0.9,-3.9
394964,419,"Parkersburg, WV",msa,WV,2023-10-31,0.0,0.0,-1.6
394373,420,"Beaver Dam, WI",msa,WI,2023-10-31,-0.1,-0.3,-0.6
394980,421,"Pine Bluff, AR",msa,AR,2023-10-31,-0.4,-1.3,-3.2
394641,422,"Grants Pass, OR",msa,OR,2023-10-31,-0.2,-0.9,-2.8
394511,424,"Cullman, AL",msa,AL,2023-10-31,-0.2,-0.7,-1.3
394809,425,"Lufkin, TX",msa,TX,2023-10-31,-0.2,-0.5,-0.5
395248,426,"Zanesville, OH",msa,OH,2023-10-31,0.6,0.6,0.8
394907,427,"New Castle, PA",msa,PA,2023-10-31,0.4,0.4,-0.6
394925,428,"Oak Harbor, WA",msa,WA,2023-10-31,-0.2,-0.9,-1.4
394942,429,"Orangeburg, SC",msa,SC,2023-10-31,0.0,-0.4,-1.5
395212,430,"Watertown, WI",msa,WI,2023-10-31,0.0,-0.3,-0.9
394847,431,"Meadville, PA",msa,PA,2023-10-31,-1.0,-1.9,-3.8
394568,432,"Elmira, NY",msa,NY,2023-10-31,0.3,0.1,-1.5
394644,433,"Great Falls, MT",msa,MT,2023-10-31,0.4,0.9,1.6
394776,434,"Laurel, MS",msa,MS,2023-10-31,-0.4,-1.5,-4.5
395042,435,"Russellville, AR",msa,AR,2023-10-31,-0.2,-0.8,-2.9
394704,436,"Indiana, PA",msa,PA,2023-10-31,0.6,0.3,-2.2
394859,437,"Midland, MI",msa,MI,2023-10-31,0.3,0.2,-0.3
394755,438,"Kokomo, IN",msa,IN,2023-10-31,0.1,0.2,0.0
394395,439,"Bloomsburg, PA",msa,PA,2023-10-31,-0.5,-1.2,-3.8
394941,440,"Opelousas, LA",msa,LA,2023-10-31,-1.3,-3.1,-7.9
394675,441,"Helena, MT",msa,MT,2023-10-31,0.1,0.1,1.7
394744,442,"Key West, FL",msa,FL,2023-10-31,-0.1,-0.4,2.1
395145,443,"Talladega, AL",msa,AL,2023-10-31,0.0,-0.3,-0.7
395133,444,"Stillwater, OK",msa,OK,2023-10-31,0.1,-0.1,-1.6
394489,445,"Columbus, IN",msa,IN,2023-10-31,0.1,0.1,0.0
394345,446,"Athens, TX",msa,TX,2023-10-31,-0.2,-0.9,-1.4
394452,447,"Centralia, WA",msa,WA,2023-10-31,0.0,0.0,1.7
394822,448,"Manitowoc, WI",msa,WI,2023-10-31,0.1,0.2,1.0
394682,449,"Hinesville, GA",msa,GA,2023-10-31,0.4,0.4,1.9
394541,450,"DuBois, PA",msa,PA,2023-10-31,-1.2,-2.3,-7.0
395205,451,"Warsaw, IN",msa,IN,2023-10-31,-0.1,-0.4,-0.7
394986,452,"Plattsburgh, NY",msa,NY,2023-10-31,0.0,-0.6,-1.7
395126,453,"Statesboro, GA",msa,GA,2023-10-31,0.7,1.2,2.7
394445,454,"Casper, WY",msa,WY,2023-10-31,0.2,0.1,-1.1
395231,455,"Wilson, NC",msa,NC,2023-10-31,0.1,0.3,2.5
753881,456,"Glenwood Springs, CO",msa,CO,2023-10-31,0.5,0.5,1.5
395085,457,"Seneca, SC",msa,SC,2023-10-31,0.0,-0.1,1.0
394866,458,"Minot, ND",msa,ND,2023-10-31,-0.3,-1.3,-4.4
394936,459,"Olean, NY",msa,NY,2023-10-31,0.2,-0.1,0.5
394465,460,"Chillicothe, OH",msa,OH,2023-10-31,0.4,0.5,0.3
395077,461,"Searcy, AR",msa,AR,2023-10-31,0.1,-0.1,-0.9
394638,462,"Grand Island, NE",msa,NE,2023-10-31,-0.1,-0.4,-1.3
394994,463,"Port Angeles, WA",msa,WA,2023-10-31,0.1,-0.2,0.2
394350,464,"Auburn, NY",msa,NY,2023-10-31,0.3,0.3,-0.4
394699,465,"Huntsville, TX",msa,TX,2023-10-31,-0.7,-1.7,-3.0
394738,466,"Keene, NH",msa,NH,2023-10-31,0.3,0.6,2.3
394674,467,"Heber, UT",msa,UT,2023-10-31,-0.1,-0.7,1.5
395010,468,"Quincy, IL",msa,IL,2023-10-31,0.0,0.1,-2.4
395062,469,"Sandusky, OH",msa,OH,2023-10-31,0.2,0.1,-0.3
394593,470,"Findlay, OH",msa,OH,2023-10-31,0.3,0.1,-1.3
394614,471,"Frankfort, KY",msa,KY,2023-10-31,0.5,0.8,0.6
394516,472,"Danville, IL",msa,IL,2023-10-31,-0.1,-0.4,-2.6
394298,473,"Aberdeen, WA",msa,WA,2023-10-31,-0.2,-0.8,0.5
394999,474,"Portsmouth, OH",msa,OH,2023-10-31,0.3,0.0,-1.7
395106,475,"Somerset, PA",msa,PA,2023-10-31,-0.1,-0.3,-0.7
753928,476,"Wisconsin Rapids, WI",msa,WI,2023-10-31,0.0,-0.4,-1.5
753893,477,"Jefferson, GA",msa,GA,2023-10-31,0.4,0.8,2.5
394736,478,"Kapaa, HI",msa,HI,2023-10-31,0.0,-0.6,0.0
394955,479,"Palatka, FL",msa,FL,2023-10-31,0.0,0.5,2.9
394626,480,"Gallup, NM",msa,NM,2023-10-31,-0.3,-1.1,-3.7
394683,481,"Hobbs, NM",msa,NM,2023-10-31,-1.2,-3.3,-11.5
395088,482,"Shawnee, OK",msa,OK,2023-10-31,0.3,0.4,1.8
394884,484,"Mount Airy, NC",msa,NC,2023-10-31,0.8,1.2,2.7
395132,485,"Stevens Point, WI",msa,WI,2023-10-31,0.2,-0.1,-1.3
394647,486,"Greeneville, TN",msa,TN,2023-10-31,0.4,0.5,2.4
394655,488,"Greenwood, SC",msa,SC,2023-10-31,-0.5,-0.9,-0.3
394764,489,"Lake City, FL",msa,FL,2023-10-31,0.0,0.0,1.7
394752,490,"Klamath Falls, OR",msa,OR,2023-10-31,0.1,0.1,1.1
394877,491,"Morehead City, NC",msa,NC,2023-10-31,0.1,0.1,1.6
394472,492,"Clearlake, CA",msa,CA,2023-10-31,-0.6,-1.6,-4.5
394305,493,"Alamogordo, NM",msa,NM,2023-10-31,0.5,0.8,1.9
395027,494,"Roanoke Rapids, NC",msa,NC,2023-10-31,-0.6,-1.4,-2.1
394587,495,"Farmington, MO",msa,MO,2023-10-31,0.0,-0.3,-0.7
394897,496,"Muskogee, OK",msa,OK,2023-10-31,0.5,0.6,1.5
394826,497,"Marion, IN",msa,IN,2023-10-31,0.1,-0.2,-1.0
394586,498,"Faribault, MN",msa,MN,2023-10-31,0.1,-0.1,-1.6
395021,499,"Richmond, IN",msa,IN,2023-10-31,0.4,0.4,-0.1
394829,500,"Marquette, MI",msa,MI,2023-10-31,-0.2,-0.8,-1.2
394922,501,"North Wilkesboro, NC",msa,NC,2023-10-31,-0.2,-0.4,1.6
394885,502,"Mount Pleasant, MI",msa,MI,2023-10-31,-0.5,-0.7,-1.2
395024,503,"Rio Grande City, TX",msa,TX,2023-10-31,0.3,-0.6,-4.7
394827,504,"Marion, OH",msa,OH,2023-10-31,-0.1,-0.4,0.2
394360,505,"Baraboo, WI",msa,WI,2023-10-31,-0.3,-0.7,-1.3
395016,506,"Red Bluff, CA",msa,CA,2023-10-31,0.0,-0.4,-1.5
394825,507,"Marinette, WI",msa,WI,2023-10-31,0.0,-0.2,0.6
395040,509,"Roswell, NM",msa,NM,2023-10-31,-0.8,-2.0,-4.6
395092,510,"Shelton, WA",msa,WA,2023-10-31,0.1,0.0,0.8
394540,511,"Dublin, GA",msa,GA,2023-10-31,-0.3,-0.5,-1.3
394899,512,"Nacogdoches, TX",msa,TX,2023-10-31,-0.2,-0.6,-1.4
395105,513,"Somerset, KY",msa,KY,2023-10-31,-0.3,-0.2,0.2
394496,514,"Coos Bay, OR",msa,OR,2023-10-31,-0.2,-0.4,0.2
394600,515,"Forest City, NC",msa,NC,2023-10-31,0.4,0.4,1.3
394836,516,"Martinsville, VA",msa,VA,2023-10-31,0.2,0.3,0.4
395020,517,"Rexburg, ID",msa,ID,2023-10-31,-0.3,-1.1,1.3
394787,518,"Lewiston, ID",msa,ID,2023-10-31,0.0,-0.2,0.4
394759,519,"Laconia, NH",msa,NH,2023-10-31,0.6,1.2,3.7
394629,520,"Georgetown, SC",msa,SC,2023-10-31,0.2,0.1,0.9
394343,521,"Athens, OH",msa,OH,2023-10-31,-0.5,-1.0,-3.2
395063,522,"Sanford, NC",msa,NC,2023-10-31,0.2,0.3,2.9
394570,523,"Enid, OK",msa,OK,2023-10-31,-0.1,-0.7,-4.0
394889,524,"Mount Vernon, OH",msa,OH,2023-10-31,0.3,0.2,-0.1
395199,525,"Walla Walla, WA",msa,WA,2023-10-31,-0.3,-0.6,-0.6
394309,526,"Albemarle, NC",msa,NC,2023-10-31,0.3,0.3,2.1
394701,527,"Hutchinson, KS",msa,KS,2023-10-31,0.2,-0.2,-1.5
394693,528,"Hudson, NY",msa,NY,2023-10-31,0.1,-0.1,1.4
395124,529,"Starkville, MS",msa,MS,2023-10-31,0.0,-0.7,-3.6
394443,530,"Carlsbad, NM",msa,NM,2023-10-31,-0.7,-1.8,-5.6
394631,531,"Gillette, WY",msa,WY,2023-10-31,-0.1,-1.0,-3.9
395136,532,"Sturgis, MI",msa,MI,2023-10-31,0.0,-0.3,-1.5
395044,533,"Rutland, VT",msa,VT,2023-10-31,0.1,0.1,0.2
394509,534,"Crossville, TN",msa,TN,2023-10-31,0.4,0.7,3.6
395071,536,"Sayre, PA",msa,PA,2023-10-31,0.6,0.6,-1.6
395049,537,"Salina, KS",msa,KS,2023-10-31,-0.1,-0.3,-1.4
753903,538,"Marietta, OH",msa,OH,2023-10-31,-0.1,-0.7,-3.0
394591,539,"Fergus Falls, MN",msa,MN,2023-10-31,0.0,-0.4,-1.1
394362,540,"Barre, VT",msa,VT,2023-10-31,-0.1,-0.4,-0.6
394618,541,"Fremont, OH",msa,OH,2023-10-31,0.4,0.4,-0.4
394939,542,"Oneonta, NY",msa,NY,2023-10-31,0.2,-0.2,-1.4
394490,543,"Columbus, MS",msa,MS,2023-10-31,0.0,-0.3,-3.7
394923,544,"Norwalk, OH",msa,OH,2023-10-31,0.1,0.0,-1.6
394365,545,"Batavia, NY",msa,NY,2023-10-31,0.5,0.4,0.1
394336,546,"Ardmore, OK",msa,OK,2023-10-31,0.0,-0.1,0.5
394956,547,"Palestine, TX",msa,TX,2023-10-31,0.2,0.3,1.3
394605,548,"Fort Madison, IA",msa,IA,2023-10-31,-0.1,-0.4,-3.9
394456,549,"Charleston, IL",msa,IL,2023-10-31,0.0,-0.1,-2.4
394592,550,"Fernley, NV",msa,NV,2023-10-31,-0.1,-0.9,-2.2
394444,551,"Carson City, NV",msa,NV,2023-10-31,0.4,0.1,-0.9
394551,552,"Eagle Pass, TX",msa,TX,2023-10-31,0.3,-0.8,-3.9
394432,553,"Calhoun, GA",msa,GA,2023-10-31,0.5,0.8,2.8
753877,554,"Cullowhee, NC",msa,NC,2023-10-31,0.5,0.3,1.3
394737,555,"Kearney, NE",msa,NE,2023-10-31,-0.2,-0.6,-2.3
394582,556,"Fairmont, WV",msa,WV,2023-10-31,-0.5,-0.9,-3.3
394940,557,"Ontario, OR",msa,OR,2023-10-31,0.0,-0.3,3.4
394621,558,"Gaffney, SC",msa,SC,2023-10-31,-1.3,-2.3,-4.0
394977,559,"Picayune, MS",msa,MS,2023-10-31,0.6,0.4,-2.3
395131,560,"Sterling, IL",msa,IL,2023-10-31,-0.1,-0.2,-1.9
394411,561,"Branson, MO",msa,MO,2023-10-31,0.2,0.3,2.3
394446,562,"Cedar City, UT",msa,UT,2023-10-31,0.0,-0.6,0.3
395216,563,"Waycross, GA",msa,GA,2023-10-31,0.2,0.3,1.6
394951,564,"Oxford, MS",msa,MS,2023-10-31,0.4,-0.3,-1.8
394721,565,"Jasper, IN",msa,IN,2023-10-31,0.0,-0.3,-1.3
394556,566,"Edwards, CO",msa,CO,2023-10-31,0.5,0.9,3.1
394547,567,"Durango, CO",msa,CO,2023-10-31,0.4,0.2,0.5
394750,568,"Kinston, NC",msa,NC,2023-10-31,-0.1,-0.2,2.0
753920,569,"Sonora, CA",msa,CA,2023-10-31,-0.3,-1.7,-4.4
395157,570,"Tiffin, OH",msa,OH,2023-10-31,0.2,0.0,-1.2
394366,571,"Batesville, AR",msa,AR,2023-10-31,-0.2,-1.0,-3.6
394989,572,"Point Pleasant, WV",msa,OH,2023-10-31,-0.1,-0.5,-1.8
394566,573,"Elko, NV",msa,NV,2023-10-31,0.4,-0.1,-2.3
394517,574,"Danville, KY",msa,KY,2023-10-31,0.4,0.6,1.0
394632,575,"Glasgow, KY",msa,KY,2023-10-31,0.2,0.7,0.9
395122,576,"St. Marys, GA",msa,GA,2023-10-31,0.3,0.4,1.8
394402,577,"Boone, NC",msa,NC,2023-10-31,0.3,0.1,2.5
395204,578,"Warrensburg, MO",msa,MO,2023-10-31,-0.3,-0.8,-1.2
394634,579,"Gloversville, NY",msa,NY,2023-10-31,0.6,0.7,-0.1
394604,580,"Fort Leonard Wood, MO",msa,MO,2023-10-31,0.5,0.3,-0.3
394993,581,"Poplar Bluff, MO",msa,MO,2023-10-31,-0.1,-0.7,-3.0
394562,582,"Elizabeth City, NC",msa,NC,2023-10-31,0.4,0.2,-0.3
394967,583,"Payson, AZ",msa,AZ,2023-10-31,0.2,0.0,1.3
394344,584,"Athens, TN",msa,TN,2023-10-31,0.5,0.9,2.4
394571,585,"Enterprise, AL",msa,AL,2023-10-31,0.2,-0.1,-1.4
394339,586,"Ashland, OH",msa,OH,2023-10-31,0.3,0.0,-0.3
395073,587,"Scottsboro, AL",msa,AL,2023-10-31,0.1,0.2,0.1
394861,588,"Milledgeville, GA",msa,GA,2023-10-31,0.1,0.1,0.1
394742,589,"Kerrville, TX",msa,TX,2023-10-31,-0.2,-0.7,-1.2
394363,590,"Bartlesville, OK",msa,OK,2023-10-31,0.1,0.3,-0.2
394985,591,"Platteville, WI",msa,WI,2023-10-31,-0.4,-0.9,-1.9
394503,592,"Corsicana, TX",msa,TX,2023-10-31,0.1,0.4,1.3
394652,593,"Greenville, OH",msa,OH,2023-10-31,0.2,0.1,0.1
395029,594,"Rochelle, IL",msa,IL,2023-10-31,0.5,1.2,-0.6
394538,596,"Douglas, GA",msa,GA,2023-10-31,0.0,0.1,0.7
394933,597,"Oil City, PA",msa,PA,2023-10-31,-0.1,-0.5,-1.7
394838,598,"Mason City, IA",msa,IA,2023-10-31,-0.1,-0.3,-1.8
394717,599,"Jacksonville, TX",msa,TX,2023-10-31,0.2,0.3,2.2
394625,600,"Galesburg, IL",msa,IL,2023-10-31,0.7,0.1,-4.6
394954,601,"Pahrump, NV",msa,NV,2023-10-31,0.1,0.0,1.1
394963,602,"Paris, TX",msa,TX,2023-10-31,-0.5,-1.4,-2.8
395234,603,"Winona, MN",msa,MN,2023-10-31,0.2,0.1,-1.1
753905,604,"Newport, OR",msa,OR,2023-10-31,-0.1,-0.4,1.0
394878,605,"Morgan City, LA",msa,LA,2023-10-31,-0.9,-1.9,-7.2
395091,606,"Shelbyville, TN",msa,TN,2023-10-31,0.3,0.5,2.3
394326,607,"Amsterdam, NY",msa,NY,2023-10-31,0.6,0.8,0.6
753911,608,"Ozark, AL",msa,AL,2023-10-31,0.0,-0.2,-0.9
394316,609,"Alice, TX",msa,TX,2023-10-31,-1.6,-3.8,-10.8
394628,610,"Gardnerville Ranchos, NV",msa,NV,2023-10-31,0.1,-0.4,-1.1
394608,611,"Fort Polk South, LA",msa,LA,2023-10-31,-0.1,-0.6,-4.0
394437,612,"Ca-¦on City, CO",msa,CO,2023-10-31,-0.4,-0.8,-0.3
394903,613,"Natchez, MS",msa,LA,2023-10-31,-1.1,-3.0,-7.0
